,0,0,0,0,0,0,0,0,0,0
F1-O,98.05600000000001,98.225,98.069,97.96799999999999,98.16499999999999,98.282,98.13899999999998,98.083,98.098,98.202
P-O,97.494,98.07300000000001,97.77000000000001,97.37499999999999,97.90599999999999,98.426,97.84100000000002,97.502,97.541,97.836
R-O,98.648,98.384,98.397,98.59299999999999,98.439,98.14600000000002,98.45399999999998,98.689,98.67699999999999,98.57899999999998
F1-MISC,76.58399999999999,74.33500000000001,77.72777777777779,74.28400000000002,76.15600000000002,75.655,75.90700000000001,74.442,74.712,74.558
P-MISC,90.15,91.861,82.372,93.801,92.511,88.70700000000001,96.21000000000001,93.84899999999999,97.46000000000001,95.238
R-MISC,67.676,65.94,62.08200000000001,63.788,66.516,68.55600000000001,63.60699999999999,63.698,61.698,63.039
F1-PER,86.06599999999999,89.78799999999998,88.19,86.803,89.02599999999998,90.196,88.506,87.68599999999999,87.713,89.61999999999999
P-PER,90.748,87.814,87.91699999999999,89.797,89.166,87.62100000000001,87.32900000000001,90.76299999999999,89.48,89.292
R-PER,84.11,92.041,89.211,85.37100000000001,89.318,93.065,90.281,85.98800000000001,87.196,90.012
F1-LOC,79.189,76.607,79.1388888888889,73.064,76.845,81.29100000000001,75.52900000000001,76.13900000000001,75.037,75.251
P-LOC,86.18099999999998,88.27399999999999,77.16499999999999,88.15,81.773,82.053,90.438,84.682,88.986,82.77599999999998
R-LOC,75.49,70.042,68.51,67.67500000000001,73.912,81.005,66.604,71.096,68.828,71.221
F1-ORG,60.001999999999995,58.33500000000001,60.001999999999995,58.33500000000001,60.001999999999995,58.33500000000001,60.001999999999995,58.33500000000001,60.001999999999995,55.55666666666667
P-ORG,25.0,20.0,25.0,20.0,25.0,20.0,25.0,20.0,25.0,15.0
R-ORG,40.0,30.0,40.0,30.0,40.0,30.0,40.0,30.0,40.0,20.0
