,0,0,0,0,0,0,0,0,0,0
F1-LOC,10.53,10.53,20.0,26.323749999999997,18.81625,20.0,,20.0,10.53,19.05
F1-MISC,48.75,40.0,48.75,48.75,40.0,40.0,40.0,40.0,36.815000000000005,37.168888888888894
F1-O,96.16300000000001,95.82400000000001,96.36300000000001,96.28999999999998,95.67099999999998,96.32400000000003,95.69599999999998,96.061,96.16,96.20899999999997
F1-ORG,,,,,,,,,,
F1-PER,67.05222222222223,54.19666666666665,73.82625000000002,58.62800000000001,50.388888888888886,65.91222222222223,48.330000000000005,64.63111111111111,64.43444444444444,67.58222222222221
P-LOC,70.0,70.0,70.0,80.0,80.0,70.0,0.0,70.0,70.0,46.669000000000004
P-MISC,62.5,80.0,62.5,62.5,90.0,80.0,80.0,80.0,56.669000000000004,66.669
P-O,94.41600000000001,92.778,94.312,93.87499999999999,92.51099999999998,94.30900000000001,92.53699999999998,94.44400000000002,93.91499999999998,94.27800000000002
P-ORG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-PER,65.148,66.627,60.57900000000001,76.73599999999999,66.91699999999999,67.923,73.474,62.253999999999984,66.628,66.91
R-LOC,3.8920000000000003,3.8920000000000003,7.776999999999999,12.225000000000001,8.333,7.776999999999999,0.0,7.776999999999999,3.8920000000000003,7.776999999999999
R-MISC,28.75,20.0,28.75,28.75,22.5,20.0,20.0,20.0,20.0,22.5
R-O,98.042,99.10799999999999,98.564,98.87000000000002,99.07499999999999,98.49200000000003,99.09599999999999,97.80900000000001,98.56299999999999,98.26300000000002
R-ORG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-PER,60.5,40.625,57.875,52.375,35.875,58.75,38.375,60.875,54.75,58.5
