,0,0,0,0,0,0,0,0,0,0
P_val,89.06,86.57700000000001,92.092,84.14099999999999,86.104,86.521,87.817,86.726,85.135,87.637
P_train,89.08900000000001,85.26899999999999,89.372,85.86299999999999,85.934,86.667,87.058,87.736,87.95500000000001,87.583
P_ewo,79.738,73.71499999999999,82.125,74.442,78.039,75.20899999999997,78.959,79.006,78.318,77.78
R_val,79.481,82.41799999999999,76.039,83.187,80.364,79.63,77.66499999999999,79.37899999999999,80.41799999999999,80.41799999999999
R_train,81.697,86.08000000000001,82.44000000000003,86.50099999999999,85.776,83.587,81.05899999999998,83.12500000000001,83.06199999999998,83.91600000000001
R_ewo,65.186,72.5,64.722,71.668,69.074,67.036,66.295,67.31500000000001,67.31599999999999,67.87000000000002
F1-val,82.125,82.77000000000001,81.875,82.88999999999999,80.947,80.45899999999999,79.109,80.36099999999999,81.734,82.35900000000001
F1-train,84.924,85.28,85.345,85.93900000000001,85.595,84.34900000000002,82.80600000000001,85.06899999999999,85.04799999999999,85.325
F1-ewo,71.363,72.323,71.77799999999999,72.41499999999999,72.736,69.763,70.749,72.26499999999999,71.71799999999999,71.80699999999999
